
Nom de l'entreprise : 
NPA : 
Adresse : 
Ville : 
Pays : 


Heure : 16:28:44
Date : 15.12.2015

NUMÉRO DE PIÈCE;DOSSIER;GROUPE;POSITION;DÉPARTEMENT;STATUT;QTE;DESCRIPTION;NORME;UTILISATION;SITUATION;MATIÈRE;LONGUEUR;LARGEUR;EPAISSEUR;MASSE;SURFACE;TRAITEMENT;COULEUR;NIVEAU;QUANTITÉ
    10-P-8020;10;Visserie;-;Visserie;Chantier;2;Rondelle M12;DIN 125A;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;20
    10-P-8030;10;Visserie;-;Visserie;Chantier;1;Ecrou M12;DIN 934;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;10
  10-M10x30 Hexa-00;;;;;;4;;;;;;;;;;;;;1;4
    10-P-8017;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M10x30;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;4
    10-P-8023;10;Pièce;-;Visserie;Chantier;1;Grande rondelle M8;DIN 9021;-;-;Inox Brut 2B;-;-;-;-;-;Brut;-;2;4
  10-P-8008;10;;-;Visserie;Chantier;12;Vis à tôle - Tête cylindrique bombée - St 00x00;-;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;1;12
  10-E-4121;10;Assemblage;-;Acier;Chantier;1;Assemblage Manchon;-;-;-;Divers;53;100;53;0.29;25258.99;Peint Antirouille;Zimo Z1 60my;1;1
    10-P-2001;10;Pièce;-;Tôlerie;Production;1;Tôle acier 3mm;-;-;-;Acier;188.09;53;3;0.21;20095.48;Brut;-;2;1
      ;;;;;;-;Sheet;;;;;;;;0.21;;;;-1;
    10-P-0900;10;Pièce;-;Usinage Acier;Production;2;Rond acier 8mm;-;-;-;Acier;100;8;0;0.04;2581.76;Brut;-;2;2
10-E-4333;10;Assemblage;-;Acier;Chantier;1;Assemblage Tôle-Raico;-;-;-;Divers;"RD1@Annotations@10-Tole Angle Supperior-01.moAssembly_c";"RD2@Annotations@10-Tole Angle Supperior-01.moAssembly_c";"RD3@Annotations@10-Tole Angle Supperior-01.moAssembly_c";27.06;2479524.60;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4333;;;;;;1;;;;;;;;;;;;;1;1
  10-P-2335;10;Pièce;-;Tôlerie;Production;1;Tôle acier 4mm;-;-;-;Acier;1422.40;551.49;702.97;22.06;1416208.81;Brut;-;1;1
  10-P-0315;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;54;18;12;0.08;26201.16;Brut;-;1;1
  10-P-0316;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;245.02;18;12;0.35;115060.76;Brut;-;1;1
  10-P-0308;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;386;18;12;0.56;180641.64;Brut;-;1;1
  10-P-0309;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;744;18;12;1.07;347176.86;Brut;-;1;1
  10-P-1251;10;Pièce;-;Usinage Alu;Chantier;1;Calle Klebit 49x25;-;-;-;Klebit PUR 500;1223;"RD2@Annotations@10-P-12.moPart_c";"RD3@Annotations@10-P-12.moPart_c";0.47;98590.00;Brut;-;1;1
  10-P-1253;10;Pièce;-;Usinage Alu;Chantier;1;Calle Klebit 49x25;-;-;-;Klebit PUR 500;1422.40;"RD2@Annotations@10-P-12.moPart_c";"RD3@Annotations@10-P-12.moPart_c";1.44;172980.96;Brut;-;1;1
  10-P-2351;10;Pièce;-;Tôlerie;Chantier;3;Tôle alu 1mm;-;-;-;Alu;80.23;60;3;0.08;22144.98;A définir;-;1;3
    ;;;;;;-;Sheet;;;;;;;;0.08;;;;-1;
  10-Fixation M8 Angle Sup;;;;;;2;;;;;;;;;;;;;1;2
    10-P-8019;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M8x25;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;2
    10-P-8025;10;Visserie;-;Visserie;Chantier;2;Rondelle M8;DIN 125A;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;4
    10-P-8034;10;Visserie;-;Visserie;Chantier;1;Ecrou M8;DIN 934;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;2
  10-Fixation M12 Angle Sup;;;;;;6;;;;;;;;;;;;;1;6
    10-P-8016;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M12x50;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;6
    10-P-8020;10;Visserie;-;Visserie;Chantier;2;Rondelle M12;DIN 125A;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;12
    10-P-8030;10;Visserie;-;Visserie;Chantier;1;Ecrou M12;DIN 934;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;6
  10-M10x30 Hexa-00;;;;;;4;;;;;;;;;;;;;1;4
    10-P-8017;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M10x30;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;4
    10-P-8023;10;Pièce;-;Visserie;Chantier;1;Grande rondelle M8;DIN 9021;-;-;Inox Brut 2B;-;-;-;-;-;Brut;-;2;4
  10-P-8008;10;;-;Visserie;Chantier;6;Vis à tôle - Tête cylindrique bombée - St 00x00;-;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;1;6
10-E-4312;10;Assemblage;-;Acier;Chantier;1;Assemblage Tôle-Raico;-;-;-;Divers;2141.26;144.48;89.01;18.38;1953568.66;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4312;;;;;;1;;;;;;;;;;;;;1;1
  10-P-2312;10;Pièce;-;Tôlerie;Production;1;Tôle acier 4mm;-;-;-;Acier;2148.09;225;"RD3@Annotations@Pièce13.moPart_c";15.29;988656.95;Brut;-;1;1
    ;;;;;;-;Sheet;;;;;;;;15.29;;;;-1;
  10-P-0299;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1040.49;18;12;1.50;485100.30;Brut;-;1;1
  10-P-0291;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1008.97;18;12;1.45;470437.84;Brut;-;1;1
  10-M10x30 Hexa-00;;;;;;4;;;;;;;;;;;;;1;4
    10-P-8017;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M10x30;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;4
    10-P-8023;10;Pièce;-;Visserie;Chantier;1;Grande rondelle M8;DIN 9021;-;-;Inox Brut 2B;-;-;-;-;-;Brut;-;2;4
10-E-4313;10;Assemblage;-;Acier;Chantier;1;Assemblage Tôle-Raico;-;-;-;Divers;1458.92;141;89.01;12.47;1317465.18;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4313;;;;;;1;;;;;;;;;;;;;1;1
  10-P-2313;10;Pièce;-;Tôlerie;Production;1;Tôle acier 4mm;-;-;-;Acier;1458.92;225;"RD3@Annotations@Pièce13.moPart_c";10.37;671703.40;Brut;-;1;1
    ;;;;;;-;Sheet;;;;;;;;10.37;;;;-1;
  10-P-0303;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1076.50;18;12;1.55;501848.50;Brut;-;1;1
  10-P-0304;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;286.89;18;12;0.41;134539.70;Brut;-;1;1
  10-M10x30 Hexa-00;;;;;;4;;;;;;;;;;;;;1;4
    10-P-8017;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M10x30;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;4
    10-P-8023;10;Pièce;-;Visserie;Chantier;1;Grande rondelle M8;DIN 9021;-;-;Inox Brut 2B;-;-;-;-;-;Brut;-;2;4
10-E-4300;10;Assemblage;-;Acier;Chantier;3;Assemblage Tôle-Raico;-;-;-;Divers;2148.09;141;89.01;18.61;1956452.48;IGP 5803 E 71755 A10;-;0;3
  Esquisse 10-E-4300;;;;;;1;;;;;;;;;;;;;1;3
  10-P-2300;10;Pièce;-;Tôlerie;Production;1;Tôle acier 4mm;-;-;-;Acier;2148.09;225;"RD3@Annotations@Pièce13.moPart_c";15.50;1001516.44;Brut;-;1;3
    ;;;;;;-;Sheet;;;;;;;;15.50;;;;-1;
  10-P-0291;10;Pièce;-;Usinage Acier;Production;2;Raico 129005;-;-;-;Acier;1008.97;18;12;1.45;470437.84;Brut;-;1;6
  10-M10x30 Hexa-00;;;;;;6;;;;;;;;;;;;;1;18
    10-P-8017;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M10x30;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;18
    10-P-8023;10;Pièce;-;Visserie;Chantier;1;Grande rondelle M8;DIN 9021;-;-;Inox Brut 2B;-;-;-;-;-;Brut;-;2;18
10-E-4301;10;Assemblage;-;Acier;Chantier;3;Assemblage Tôle-Raico;-;-;-;Divers;2112.18;141;88.98;18.29;1922819.09;IGP 5803 E 71755 A10;-;0;3
  Esquisse 10-E-4301;;;;;;1;;;;;;;;;;;;;1;3
  10-P-2301;10;Pièce;-;Tôlerie;Production;1;Tôle acier 4mm;-;-;-;Acier;2148.09;225;"RD3@Annotations@Pièce13.moPart_c";15.24;984622.85;Brut;-;1;3
    ;;;;;;-;Sheet;;;;;;;;15.24;;;;-1;
  10-P-0292;10;Pièce;-;Usinage Acier;Production;2;Raico 129005;-;-;-;Acier;990.98;18;12;1.43;462067.94;Brut;-;1;6
  10-M10x30 Hexa-00;;;;;;6;;;;;;;;;;;;;1;18
    10-P-8017;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M10x30;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;18
    10-P-8023;10;Pièce;-;Visserie;Chantier;1;Grande rondelle M8;DIN 9021;-;-;Inox Brut 2B;-;-;-;-;-;Brut;-;2;18
10-E-4310;10;Assemblage;-;Acier;Chantier;1;Assemblage Tôle-Raico;-;-;-;Divers;2126.64;141;89.01;18.47;1947120.34;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4310;;;;;;1;;;;;;;;;;;;;1;1
  10-P-2310;10;Pièce;-;Tôlerie;Production;1;Tôle acier 4mm;-;-;-;Acier;2194.19;225;"RD3@Annotations@Pièce13.moPart_c";15.43;996871.09;Brut;-;1;1
    ;;;;;;-;Sheet;;;;;;;;15.43;;;;-1;
  10-P-0291;10;Pièce;-;Usinage Acier;Production;2;Raico 129005;-;-;-;Acier;1008.97;18;12;1.45;470437.84;Brut;-;1;2
  10-M10x30 Hexa-00;;;;;;4;;;;;;;;;;;;;1;4
    10-P-8017;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M10x30;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;4
    10-P-8023;10;Pièce;-;Visserie;Chantier;1;Grande rondelle M8;DIN 9021;-;-;Inox Brut 2B;-;-;-;-;-;Brut;-;2;4
10-E-4302;10;Assemblage;-;Acier;Chantier;1;Assemblage Tôle-Raico;-;-;-;Divers;2176.57;141;90;18.93;1988298.03;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4302;;;;;;1;;;;;;;;;;;;;1;1
  10-P-2302;10;Pièce;-;Tôlerie;Production;1;Tôle acier 4mm;-;-;-;Acier;2148.09;225;"RD3@Annotations@Pièce13.moPart_c";15.78;1019115.30;Brut;-;1;1
    ;;;;;;-;Sheet;;;;;;;;15.78;;;;-1;
  10-P-0293;10;Pièce;-;Usinage Acier;Production;2;Raico 129005;-;-;-;Acier;1024.29;18;12;1.48;477561.19;Brut;-;1;2
  10-M10x30 Hexa-00;;;;;;6;;;;;;;;;;;;;1;6
    10-P-8017;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M10x30;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;6
    10-P-8023;10;Pièce;-;Visserie;Chantier;1;Grande rondelle M8;DIN 9021;-;-;Inox Brut 2B;-;-;-;-;-;Brut;-;2;6
10-E-4320;10;Assemblage;-;Acier;Chantier;1;Assemblage Tôle-Raico;-;-;-;Divers;1902.19;144.49;90;16.56;1759926.73;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4320;;;;;;1;;;;;;;;;;;;;1;1
  10-P-2320;10;Pièce;-;Tôlerie;Production;1;Tôle acier 4mm;-;-;-;Acier;2148.09;225;"RD3@Annotations@Pièce13.moPart_c";13.75;888865.91;Brut;-;1;1
    ;;;;;;-;Sheet;;;;;;;;13.75;;;;-1;
  10-P-0294;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;818.13;18;12;1.18;381660.68;Brut;-;1;1
  10-P-0293;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1024.29;18;12;1.48;477561.19;Brut;-;1;1
  10-M6x20 Fraisée-00;;;;;;2;;;;;;;;;;;;;1;2
    10-P-8018;10;Pièce;-;Visserie;Chantier;1;Vis Tête fraisée - M6;DIN 7991;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;2
    10-P-8024;10;Visserie;-;Visserie;Chantier;1;Rondelle M6;DIN 125A;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;2
    10-P-8033;10;Visserie;-;Visserie;Chantier;1;Ecrou M6;DIN 934;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;2
  10-M10x30 Hexa-00;;;;;;4;;;;;;;;;;;;;1;4
    10-P-8017;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M10x30;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;4
    10-P-8023;10;Pièce;-;Visserie;Chantier;1;Grande rondelle M8;DIN 9021;-;-;Inox Brut 2B;-;-;-;-;-;Brut;-;2;4
10-E-4321;10;Assemblage;-;Acier;Chantier;1;Assemblage Tôle-Raico;-;-;-;Divers;1173.29;141;90;9.93;1059840.70;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4321;;;;;;1;;;;;;;;;;;;;1;1
  10-P-2321;10;Pièce;-;Tôlerie;Production;1;Tôle acier 4mm;-;-;-;Acier;2148.09;225;"RD3@Annotations@Pièce13.moPart_c";8.19;530749.11;Brut;-;1;1
    ;;;;;;-;Sheet;;;;;;;;8.19;;;;-1;
  10-P-0296;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;822.29;18;12;1.19;383594.39;Brut;-;1;1
  10-P-0295;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;285;18;12;0.41;133658.24;Brut;-;1;1
  10-M6x20 Fraisée-00;;;;;;2;;;;;;;;;;;;;1;2
    10-P-8018;10;Pièce;-;Visserie;Chantier;1;Vis Tête fraisée - M6;DIN 7991;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;2
    10-P-8024;10;Visserie;-;Visserie;Chantier;1;Rondelle M6;DIN 125A;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;2
    10-P-8033;10;Visserie;-;Visserie;Chantier;1;Ecrou M6;DIN 934;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;2
  10-M10x30 Hexa-00;;;;;;4;;;;;;;;;;;;;1;4
    10-P-8017;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M10x30;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;4
    10-P-8023;10;Pièce;-;Visserie;Chantier;1;Grande rondelle M8;DIN 9021;-;-;Inox Brut 2B;-;-;-;-;-;Brut;-;2;4
10-E-4311;10;Assemblage;-;Acier;Chantier;1;Assemblage Tôle-Raico;-;-;-;Divers;2097.30;144.48;89.01;18.26;1923921.93;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4311;;;;;;1;;;;;;;;;;;;;1;1
  10-P-2311;10;Pièce;-;Tôlerie;Production;1;Tôle acier 4mm;-;-;-;Acier;2148.09;225;"RD3@Annotations@Pièce13.moPart_c";15.19;982536.44;Brut;-;1;1
    ;;;;;;-;Sheet;;;;;;;;15.19;;;;-1;
  10-P-0297;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;289.95;18;12;0.42;135959.47;Brut;-;1;1
  10-P-0298;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1698.87;18;12;2.45;791365.65;Brut;-;1;1
  10-M10x30 Hexa-00;;;;;;6;;;;;;;;;;;;;1;6
    10-P-8017;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M10x30;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;6
    10-P-8023;10;Pièce;-;Visserie;Chantier;1;Grande rondelle M8;DIN 9021;-;-;Inox Brut 2B;-;-;-;-;-;Brut;-;2;6
10-E-4250;10;Assemblage;-;Acier;Chantier;6;Assemblage Traverse;-;-;-;Divers;2036.25;81;60;14.15;1977856.64;IGP 5803 E 71755 A10;-;0;6
  Esquisse 10-E-4250;;;;;;1;;;;;;;;;;;;;1;6
  10-P-0166;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;2036.25;60;60;11.31;894855.41;Brut;-;1;6
  10-P-0263;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1916.25;18;12;2.82;1080581.69;Brut;-;1;6
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;24
10-E-4251;10;Assemblage;-;Acier;Chantier;2;Assemblage Traverse;-;-;-;Divers;1952.16;81;60;13.72;1955886.72;IGP 5803 E 71755 A10;-;0;2
  Esquisse 10-E-4251;;;;;;1;;;;;;;;;;;;;1;2
  10-P-0171;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;1952.16;60;60;10.86;858306.01;Brut;-;1;2
  10-P-0272;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1946.43;18;12;2.86;1097580.71;Brut;-;1;2
10-E-4252;10;Assemblage;-;Acier;Chantier;2;Assemblage Traverse;-;-;-;Divers;1916.25;81;60;13.47;1920872.81;IGP 5803 E 71755 A10;-;0;2
  Esquisse 10-E-4252;;;;;;1;;;;;;;;;;;;;1;2
  10-P-0172;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;1916.25;60;60;10.66;842544.37;Brut;-;1;2
  10-P-0273;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1912.25;18;12;2.81;1078328.45;Brut;-;1;2
10-E-4060;10;Assemblage;-;Acier;Chantier;1;Cadre tubulaire;-;-;-;Divers;4393.85;2316.25;"RD3@Annotations@10-E-4060.moAssembly_c";260.75;26132038.56;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4060;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0080;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 180x80x4.5;EN 10210;-;-;Acier;4262.74;180;80;74.17;4178219.61;Brut;-;1;1
  10-P-0081;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 180x80x4.5;EN 10210;-;-;Acier;3871.24;180;80;67.35;3794237.80;Brut;-;1;1
  10-P-0167;10;Pièce;-;Usinage Acier;Production;3;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;2036.25;60;60;11.32;895218.21;Brut;-;1;3
  10-P-0168;10;Pièce;-;Usinage Acier;Production;2;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;1030.29;60;60;5.73;453650.65;Brut;-;1;2
  10-P-0169;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;2316.25;60;60;12.85;1016849.04;Brut;-;1;1
  10-P-0170;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;2355.55;60;60;13.07;1034100.26;Brut;-;1;1
  10-P-2131;10;Pièce;-;Tôlerie;Production;2;Tôle acier 8mm;-;-;-;Acier;274.01;180;8;2.76;95041.65;Brut;-;1;2
    ;;;;;;-;Sheet;;;;;;;;2.76;;;;-1;
  10-P-2130;10;Pièce;-;Tôlerie;Production;2;Tôle acier 8mm;-;-;-;Acier;274.01;180;8;2.77;94956.43;Brut;-;1;2
    ;;;;;;-;Sheet;;;;;;;;2.77;;;;-1;
  10-P-0264;10;Pièce;-;Usinage Acier;Production;3;Raico 129005;-;-;-;Acier;2192.25;18;12;3.22;1236055.28;Brut;-;1;3
  10-P-0265;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;2351.55;18;12;3.46;1325791.27;Brut;-;1;1
  10-P-0266;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;2312.25;18;12;3.40;1303652.49;Brut;-;1;1
  10-P-0267;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;978.43;18;12;1.41;514006.65;Brut;-;1;1
  10-P-0269;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;586.93;18;12;0.85;308773.57;Brut;-;1;1
  10-P-0268;10;Pièce;-;Usinage Acier;Production;8;Raico 129005;-;-;-;Acier;1024.29;18;12;1.48;538046.66;Brut;-;1;8
  10-P-3001;10;Pièce;-;Achat;Production;20;Cale à verre Raico 167356;-;-;-;Alu;100;35;18;0.04;11142.48;Brut;-;1;20
  10-M12x50 Hexa-00;;;;;;8;;;;;;;;;;;;;1;8
    10-P-8016;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M12x50;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;8
    10-P-8022;10;Pièce;-;Visserie;Chantier;1;Grande rondelle M8;DIN 9021;-;-;Inox Brut 2B;-;-;-;-;-;Brut;-;2;8
  10-P-2090;10;Pièce;-;Tôlerie;Chantier;4;Tôle acier 3mm manchon;-;-;-;Acier;231.09;130;3;0.71;62304.59;Peint Antirouille;Zimo Z1 60my;1;4
    ;;;;;;-;Sheet;;;;;;;;0.71;;;;-1;
  10-P-8011;10;Pièce;-;Visserie;Chantier;8;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;8
  10-E-4121;10;Assemblage;-;Acier;Chantier;6;Assemblage Manchon;-;-;-;Divers;53;100;53;0.29;25258.99;Peint Antirouille;Zimo Z1 60my;1;6
    10-P-2001;10;Pièce;-;Tôlerie;Production;1;Tôle acier 3mm;-;-;-;Acier;188.09;53;3;0.21;20095.48;Brut;-;2;6
      ;;;;;;-;Sheet;;;;;;;;0.21;;;;-1;
    10-P-0900;10;Pièce;-;Usinage Acier;Production;2;Rond acier 8mm;-;-;-;Acier;100;8;0;0.04;2581.76;Brut;-;2;12
10-E-4061;10;Assemblage;-;Acier;Chantier;1;Cadre tubulaire;-;-;-;Divers;3610.86;"RD2@Annotations@10-E-4061.moAssembly_c";"RD3@Annotations@10-E-4061.moAssembly_c";178.27;17296933.95;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4061;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0082;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 180x80x4.5;EN 10210;-;-;Acier;3479.75;180;80;60.52;3410244.57;Brut;-;1;1
  10-P-0176;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;1563.14;60;60;8.63;683075.30;Brut;-;1;1
  10-P-0177;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;1354.38;60;60;7.47;591440.62;Brut;-;1;1
  10-P-0174;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;1285.62;60;60;7.08;560621.15;Brut;-;1;1
  10-P-0175;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;1925.12;60;60;10.66;843792.65;Brut;-;1;1
  10-P-2200;10;Pièce;-;Tôlerie;Production;2;Tôle acier 3mm;-;-;-;Acier;252.46;140;3;0.47;42311.21;Brut;-;1;2
    ;;;;;;-;Sheet;;;;;;;;0.47;;;;-1;
  10-P-2201;10;Pièce;-;Tôlerie;Production;2;Tôle acier 3mm;-;-;-;Acier;252.46;140;3;0.47;42311.21;Brut;-;1;2
    ;;;;;;-;Sheet;;;;;;;;0.47;;;;-1;
  10-P-2150;10;Pièce;-;Tôlerie;Production;1;Tôle acier 4mm;-;-;-;Acier;"RD1@Annotations@10-P-2150.moPart_c";"RD2@Annotations@10-P-2150.moPart_c";"RD3@Annotations@10-P-2150.moPart_c";53.90;3449172.39;Brut;-;1;1
    ;;;;;;-;Sheet;;;;;;;;53.90;;;;-1;
  10-P-2130;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;274.01;180;8;2.77;94956.43;Brut;-;1;1
    ;;;;;;-;Sheet;;;;;;;;2.77;;;;-1;
  10-P-2131;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;274.01;180;8;2.76;95041.65;Brut;-;1;1
    ;;;;;;-;Sheet;;;;;;;;2.76;;;;-1;
  10-P-0270;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1285.72;18;12;1.86;675099.28;Brut;-;1;1
  10-P-0268;10;Pièce;-;Usinage Acier;Production;2;Raico 129005;-;-;-;Acier;1024.29;18;12;1.48;538046.66;Brut;-;1;2
  10-P-0278;10;Pièce;-;Usinage Acier;Production;2;Raico 129005;-;-;-;Acier;1042.89;18;12;1.51;547801.02;Brut;-;1;2
  10-P-0277;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;968.75;18;12;1.40;508933.28;Brut;-;1;1
  10-P-0279;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1684.86;18;12;2.48;950233.16;Brut;-;1;1
  10-P-0280;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1476.10;18;12;2.17;832636.46;Brut;-;1;1
  10-P-0275;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1971.51;18;12;2.90;1111709.54;Brut;-;1;1
  10-P-0276;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1327.34;18;12;1.95;748838.36;Brut;-;1;1
  10-P-3001;10;Pièce;-;Achat;Production;12;Cale à verre Raico 167356;-;-;-;Alu;100;35;18;0.04;11142.48;Brut;-;1;12
  10-M12x50 Hexa-00;;;;;;12;;;;;;;;;;;;;1;12
    10-P-8016;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M12x50;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;12
    10-P-8022;10;Pièce;-;Visserie;Chantier;1;Grande rondelle M8;DIN 9021;-;-;Inox Brut 2B;-;-;-;-;-;Brut;-;2;12
  10-P-2090;10;Pièce;-;Tôlerie;Chantier;2;Tôle acier 3mm manchon;-;-;-;Acier;231.09;130;3;0.71;62304.59;Peint Antirouille;Zimo Z1 60my;1;2
    ;;;;;;-;Sheet;;;;;;;;0.71;;;;-1;
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;4
  10-E-4121;10;Assemblage;-;Acier;Chantier;3;Assemblage Manchon;-;-;-;Divers;53;100;53;0.29;25258.99;Peint Antirouille;Zimo Z1 60my;1;3
